customer_id,payment_month,payment_method_id,total_transactions,total_volume
3690699,2020-01-01,3,145,171
3836279,2020-01-01,3,9,4745.47
3668659,2020-01-01,3,36,250.19
3704349,2020-01-01,3,9,232.4
3794759,2020-01-01,3,56,1339.4
3350689,2020-01-01,3,15,2591
3744249,2020-01-01,3,6,127.72
3650039,2020-01-01,3,36,730.5
3744099,2020-01-01,3,28,735.53
3773909,2020-01-01,3,23,1075.77
3819989,2020-01-01,3,50,2104.74
3743409,2020-01-01,3,14,276.94
3745429,2020-01-01,3,119,33023.43
3548619,2020-01-01,3,2,20
3877139,2020-01-01,3,52,2570
3827689,2020-01-01,3,19,2874.96
3303589,2020-01-01,3,11,559.78
3619689,2020-01-01,3,8,2068.15
3747349,2020-01-01,3,3,7.31
3757009,2020-01-01,3,111,5175
3695949,2020-01-01,3,43,1237.05
3735409,2020-01-01,3,30,2699.5
3813619,2020-01-01,3,42,2167.64
3818469,2020-01-01,3,21,3350
3764339,2020-01-01,3,11,156.7
1540716,2020-01-01,3,32,247.66
40800,2020-01-01,3,27,823.6
3221859,2020-01-01,3,124,6514.53
3673449,2020-01-01,3,36,9495.55
3816859,2020-01-01,3,33,7231.95
3822179,2020-01-01,3,28,10362.37
3743429,2020-01-01,3,12,270.06
3790359,2020-01-01,3,8,205
3746149,2020-01-01,3,40,2125
3496539,2020-01-01,3,128,2880
2224306,2020-01-01,3,32,3120
3180679,2020-01-01,3,15,1452
3812839,2020-01-01,3,18,135
3624779,2020-01-01,3,365,32780.3
3336599,2020-01-01,3,54,5201.8
3843999,2020-01-01,3,30,300
3872539,2020-01-01,3,28,2239.4
3558479,2020-01-01,3,102,6299.94
3773959,2020-01-01,3,5,632.83
3313059,2020-01-01,3,20,510
3789899,2020-01-01,3,9,467.25
2992676,2020-01-01,3,6,1015
3049089,2020-01-01,3,4,718.01
2855746,2020-01-01,3,1,541
444770,2020-01-01,3,1,86.95
2699666,2020-01-01,3,2,40.01
3213219,2020-01-01,3,6,107.76
2518076,2020-01-01,3,3,308.55
2813306,2020-01-01,3,1,154.28
3081419,2020-01-01,3,5,410.9
3018476,2020-01-01,3,5,44.4
2126366,2020-01-01,3,6,534.87
3195939,2020-01-01,3,6,297.1
2069606,2020-01-01,3,18,713.92
473492,2020-01-01,3,1,43.95
2910296,2020-01-01,3,2,32.4
2747946,2020-01-01,3,1,1.21
2797426,2020-01-01,3,7,298.38
821072,2020-01-01,3,1,544.5
2344836,2020-01-01,3,3,14.85
3196059,2020-01-01,3,2,27
2855926,2020-01-01,3,4,56
3135959,2020-01-01,3,3,15.89
2728836,2020-01-01,3,3,45
2537586,2020-01-01,3,4,129.96
1671956,2020-01-01,3,18,641.55
1264226,2020-01-01,3,1,25.94
2808456,2020-01-01,3,8,943.18
2412326,2020-01-01,3,1,1
2165756,2020-01-01,3,1,279
3241229,2020-01-01,3,1,125
3742749,2020-01-01,3,12,377.34
3267299,2020-01-01,3,2,17.48
3790149,2020-01-01,3,12,5200.18
3839549,2020-01-01,3,36,2098.9
3804479,2020-01-01,3,3,194.7
3559489,2020-01-01,3,1,268
3725759,2020-01-01,3,27,484.82
3330139,2020-01-01,3,1,30.25
3744039,2020-01-01,3,17,291.35
3791899,2020-01-01,3,17,422.51
3796969,2020-01-01,3,56,1915
3766599,2020-01-01,3,13,190
3806929,2020-01-01,3,8,381.64
3589689,2020-01-01,3,7,270
3864709,2020-01-01,3,2,129.98
3735139,2020-01-01,3,1,29.5
3681469,2020-01-01,3,3,23.9
3812999,2020-01-01,3,14,1065
3798979,2020-01-01,3,2,245.74
3752049,2020-01-01,3,3,1764
3872769,2020-01-01,3,9,208.15
3645439,2020-01-01,3,3,434.26
3791549,2020-01-01,3,4,1491.52
3281499,2020-01-01,3,46,1482.5
3630639,2020-01-01,3,3,57.51
3690939,2020-01-01,3,3,1544.8
3459319,2020-01-01,3,2,83.5
3783929,2020-01-01,3,9,674.7
3699669,2020-01-01,3,3,250.5
3816939,2020-01-01,3,1,5.95
3766239,2020-01-01,3,25,1438
3814969,2020-01-01,3,8,3642.25
3773719,2020-01-01,3,8,501.56
3812969,2020-01-01,3,6,124.64
3825429,2020-01-01,3,2,1.5
3739999,2020-01-01,3,12,285.49
3598979,2020-01-01,3,4,174.1
3813889,2020-01-01,3,6,70
3658379,2020-01-01,3,1,0.01
3790559,2020-01-01,3,1,10
3735239,2020-01-01,3,2,201.75
3746199,2020-01-01,3,2,431.5
3798329,2020-01-01,3,10,373.45
3647759,2020-01-01,3,20,107.5
3410349,2020-01-01,3,2,2
3803279,2020-01-01,3,5,4706
3754399,2020-01-01,3,6,484.61
3788209,2020-01-01,3,26,1398.59
3792999,2020-01-01,3,3,21
3805539,2020-01-01,3,2,37.9
3748969,2020-01-01,3,12,245.25
3847089,2020-01-01,3,1,22
3659279,2020-01-01,3,15,479.28
3623359,2020-01-01,3,13,895.25
3728519,2020-01-01,3,17,1665
3778119,2020-01-01,3,15,617.8
3843219,2020-01-01,3,7,347
3697799,2020-01-01,3,4,26
3477259,2020-01-01,3,7,200
3689909,2020-01-01,3,16,2540.37
3794509,2020-01-01,3,6,102.67
369990,2020-01-01,3,1,121
3356519,2020-01-01,3,3,55
3789759,2020-01-01,3,40,904.37
3655649,2020-01-01,3,11,180
3730429,2020-01-01,3,12,304.43
3839559,2020-01-01,3,5,3094
3289369,2020-01-01,3,2,653.85
3395509,2020-01-01,3,2,30
3435729,2020-01-01,3,1,73.96
3823159,2020-01-01,3,1,3
3780959,2020-01-01,3,15,435
3743669,2020-01-01,3,32,756.2
3818939,2020-01-01,3,4,270
3807479,2020-01-01,3,12,2056.4
3640149,2020-01-01,3,6,46.18
3692209,2020-01-01,3,4,470
3730999,2020-01-01,3,1,35
3827649,2020-01-01,3,7,458.15
3865099,2020-01-01,3,2,70.8
3809259,2020-01-01,3,6,79
3733749,2020-01-01,3,18,480
3776689,2020-01-01,3,1,75.2
3492089,2020-01-01,3,2,396
3805959,2020-01-01,3,7,180
3817899,2020-01-01,3,2,860.46
3828819,2020-01-01,3,8,678.7
3680499,2020-01-01,3,16,299.5
3751839,2020-01-01,3,6,1837.6
3727399,2020-01-01,3,3,235.9
3871009,2020-01-01,3,6,939.06
3867669,2020-01-01,3,1,0.01
3633039,2020-01-01,3,16,412.5
3757109,2020-01-01,3,10,103.21
3482239,2020-01-01,3,2,450
3751129,2020-01-01,3,50,29474.55
3754669,2020-01-01,3,1,6
3858709,2020-01-01,3,3,101
3411779,2020-01-01,3,1,2
3601159,2020-01-01,3,18,880.67
3300019,2020-01-01,3,9,900
3402709,2020-01-01,3,14,6078.86
3719259,2020-01-01,3,4,83.85
3713969,2020-01-01,3,2,28.18
3831839,2020-01-01,3,8,710
3478459,2020-01-01,3,79,2370
3646649,2020-01-01,3,5,3933.11
3762079,2020-01-01,3,1,40
3741149,2020-01-01,3,2,108.8
3843509,2020-01-01,3,2,175.46
3853569,2020-01-01,3,1,17
3790139,2020-01-01,3,3,53.85
3760219,2020-01-01,3,1,10
3832989,2020-01-01,3,15,562.56
3387799,2020-01-01,3,9,1793.85
3586119,2020-01-01,3,3,42.5
3663839,2020-01-01,3,4,117.4
3825339,2020-01-01,3,3,537.5
3815659,2020-01-01,3,1,90
3786299,2020-01-01,3,9,219.1
3370309,2020-01-01,3,4,33.8
3768509,2020-01-01,3,8,386
3640709,2020-01-01,3,7,598.9
3869999,2020-01-01,3,2,519.25
3848989,2020-01-01,3,3,24
3690329,2020-01-01,3,10,4941.65
3575229,2020-01-01,3,1,34.13
3853209,2020-01-01,3,4,42.51
3855389,2020-01-01,3,8,205.57
3730189,2020-01-01,3,1,19.95
3842979,2020-01-01,3,2,29.25
3778649,2020-01-01,3,2,37.8
3621609,2020-01-01,3,3,15
3744999,2020-01-01,3,2,417.45
3763399,2020-01-01,3,1,42.35
3743639,2020-01-01,3,8,145.38
3777319,2020-01-01,3,8,330.76
3751119,2020-01-01,3,18,429.04
3834439,2020-01-01,3,17,2914.28
3793189,2020-01-01,3,34,1268.5
3795659,2020-01-01,3,1,53.4
3704839,2020-01-01,3,12,2502.5
3793919,2020-01-01,3,6,316.18
3822899,2020-01-01,3,7,2411.95
3750269,2020-01-01,3,21,1236.62
3720079,2020-01-01,3,4,292.33
3684719,2020-01-01,3,63,21977.23
3830099,2020-01-01,3,2,169.41
3844299,2020-01-01,3,2,17592.8
3823729,2020-01-01,3,3,0.03
3851819,2020-01-01,3,1,1.11
3718759,2020-01-01,3,2,15.9
3810589,2020-01-01,3,1,36.5
3732339,2020-01-01,3,1,49
3812759,2020-01-01,3,16,502.5
3396859,2020-01-01,3,2,30.5
3815009,2020-01-01,3,7,292
3668779,2020-01-01,3,11,557.92
3697819,2020-01-01,3,4,520
3817089,2020-01-01,3,25,1039.74
3883009,2020-01-01,3,1,248
3817629,2020-01-01,3,13,5005.5
3582689,2020-01-01,3,13,850
3731639,2020-01-01,3,2,1845
3618819,2020-01-01,3,3,129.8
3719509,2020-01-01,3,1,1
3743569,2020-01-01,3,9,161.14
3428219,2020-01-01,3,1,63.45
3743289,2020-01-01,3,10,186.7
3690079,2020-01-01,3,1,65
3743229,2020-01-01,3,20,555.27
3707879,2020-01-01,3,17,1499.81
3712329,2020-01-01,3,1,3.5
3851459,2020-01-01,3,3,171
3799339,2020-01-01,3,4,60
3525469,2020-01-01,3,6,86.9
3765959,2020-01-01,3,18,830
3798989,2020-01-01,3,6,264.11
3872859,2020-01-01,3,6,1426.74
3628839,2020-01-01,3,3,395.67
3555639,2020-01-01,3,17,473.34
3640469,2020-01-01,3,2,907.5
3653299,2020-01-01,3,3,354
3743649,2020-01-01,3,7,118.83
3460209,2020-01-01,3,2,47.9
3716529,2020-01-01,3,14,150
3843979,2020-01-01,3,10,419.51
3744209,2020-01-01,3,44,1258.48
2430816,2020-01-01,3,11,2991.1
3784689,2020-01-01,3,6,2462.3
3729439,2020-01-01,3,3,107.18
3797439,2020-01-01,3,1,19.5
3791359,2020-01-01,3,4,150.22
3799399,2020-01-01,3,3,160.75
3305629,2020-01-01,3,7,2762.57
3731019,2020-01-01,3,16,4766.31
3844119,2020-01-01,3,22,4034.48
3743279,2020-01-01,3,17,376.59
3733369,2020-01-01,3,104,19883
3730609,2020-01-01,3,37,440
3821849,2020-01-01,3,8,245.85
3714839,2020-01-01,3,77,2673
3756439,2020-01-01,3,91,4741.1
3683809,2020-01-01,3,21,1834.26
3739149,2020-01-01,3,5,2277.6
3666509,2020-01-01,3,42,360
3780409,2020-01-01,3,16,2890.02
3625039,2020-01-01,3,16,656.92
2108806,2020-01-01,3,41,825
3813999,2020-01-01,3,52,1850
3744299,2020-01-01,3,15,336.37
3871869,2020-01-01,3,25,3988
3894129,2020-01-01,3,14,4428.96
3270079,2020-01-01,3,11,742.3
3302079,2020-01-01,3,1,236.55
2685406,2020-01-01,3,111,8128.14
2304056,2020-01-01,3,29,2756.55
3273309,2020-01-01,11,130,7666.98
3751739,2020-01-01,11,1,35.38
3880359,2020-01-01,11,8,375.4
3877609,2020-01-01,11,2,28
3744689,2020-01-01,11,10,2945.91
3692299,2020-01-01,11,35,812
3875119,2020-01-01,11,2,4000
3471779,2020-01-01,11,47,2496
2115316,2020-01-01,11,2,144.65
3305809,2020-01-01,11,1,45.38
3756439,2020-01-01,11,10,496.5
3725499,2020-01-01,11,9,879.18
3817089,2020-01-01,11,22,1119.75
2987096,2020-01-01,11,1,85.41
3778049,2020-01-01,11,1,40
3216639,2020-01-01,11,3,82.48
3237529,2020-01-01,11,1,80.3
3817199,2020-01-01,11,2,115
3838939,2020-01-01,11,1,33.7
3454619,2020-01-01,11,1,160
3310629,2020-01-01,11,15,720
3730779,2020-01-01,11,10,649
3690079,2020-01-01,11,5,305
3867469,2020-01-01,11,1,43.88
3801559,2020-01-01,11,13,760.15
3597069,2020-01-01,11,2,58.96
3759959,2020-01-01,11,11,992.31
3064399,2020-01-01,11,6,80
3796969,2020-01-01,11,6,220
3812789,2020-01-01,11,4,31.96
3879959,2020-01-01,11,1,653.85
1016066,2020-01-01,11,4,262.6
3650309,2020-01-01,11,5,5846.03
2677676,2020-01-01,11,5,44.71
3822599,2020-01-01,11,2,145
3562739,2020-01-01,11,16,28987.64
3792249,2020-01-01,11,6,207.8
3795239,2020-01-01,17,281,103072.06
3700439,2020-01-01,17,116,6703.1
3770239,2020-01-01,17,99,6790
3690079,2020-01-01,17,66,2630
3864149,2020-01-01,17,26,792.68
3845539,2020-01-01,17,11,421.81
3758039,2020-01-01,17,48,2940
3756439,2020-01-01,17,3,200.5
3806879,2020-01-01,17,34,1736.9
3743799,2020-01-01,17,3,517.5
3822469,2020-01-01,17,13,5108.25
3617509,2020-01-01,17,8,850
3598639,2020-01-01,17,25,1035
3430269,2020-01-01,17,22,437.37
3753149,2020-01-01,17,15,622
430360,2020-01-01,17,9,409.96
2823936,2020-01-01,17,1,8.78
3195939,2020-01-01,17,4,177.5
3231299,2020-01-01,17,1,23.98
3836699,2020-01-01,17,3,109.5
3717809,2020-01-01,17,1,69
3660609,2020-01-01,17,2,159.21
3782259,2020-01-01,17,7,1735.85
3593949,2020-01-01,17,3,1559.69
3851369,2020-01-01,17,1,4.99
3621709,2020-01-01,17,23,562.35
3661339,2020-01-01,17,6,381.49
3772349,2020-01-01,17,1,21.45
3806599,2020-01-01,17,1,53.05
3773189,2020-01-01,17,1,16.12
3791379,2020-01-01,17,12,928.62
3721079,2020-01-01,17,23,18557
3676059,2020-01-01,17,1,197
3647759,2020-01-01,17,5,28
3529939,2020-01-01,17,1,59
3605999,2020-01-01,17,10,164.25
3816859,2020-01-01,17,1,314.45
3766239,2020-01-01,17,3,192
3284589,2020-01-01,17,1,148
3812409,2020-01-01,17,4,198.18
3880359,2020-01-01,17,8,233.1
3692299,2020-01-01,17,2,14
3775549,2020-01-01,17,80,6739.5
3807699,2020-01-01,17,5,210.8
3400309,2020-01-01,17,2,68
3592029,2020-01-01,19,26,3399.14
3721079,2020-01-01,19,27,36856
3594129,2020-01-01,19,2,30.55
3804059,2020-01-01,19,1,26.5
3757389,2020-01-01,19,10,16601.36
3766239,2020-01-01,19,6,384
3797159,2020-01-01,19,1,119.79
3511859,2020-01-01,19,1,175
3712359,2020-01-01,19,1,14.8
3733369,2020-01-01,19,1,209
3746269,2020-01-01,19,1,45
3812789,2020-01-01,3,208,1649.92
3377729,2020-01-01,3,27,1798.5
3821859,2020-01-01,3,365,8139.19
3390499,2020-01-01,3,194,3407
3715699,2020-01-01,3,157,5410
3880359,2020-01-01,3,151,5522.71
3805499,2020-01-01,3,139,7815
3839959,2020-01-01,3,59,1977.85
3273309,2020-01-01,3,3589,158216.45
3649349,2020-01-01,3,821,9273.95
2929396,2020-01-01,3,5,650
2187666,2020-01-01,3,5,1295
3073229,2020-01-01,3,21,1244.08
3139619,2020-01-01,3,48,614.01
3785659,2020-01-01,3,3,1473.64
3852379,2020-01-01,3,5,490
3827699,2020-01-01,3,14,251.14
3790529,2020-01-01,3,11,696.99
3775539,2020-01-01,3,4,230
3820229,2020-01-01,3,5,474
3830769,2020-01-01,3,11,553.52
3678239,2020-01-01,3,184,11614.95
3541749,2020-01-01,3,9,3801
3441329,2020-01-01,3,28,1867.5
3336209,2020-01-01,3,35,3641.12
3802809,2020-01-01,3,25,437.5
508482,2020-01-01,3,3,114.45
3800929,2020-01-01,3,14,144.87
3704479,2020-01-01,3,2,2.97
3855849,2020-01-01,3,6,155.5
3799989,2020-01-01,3,3,7
3808439,2020-01-01,3,10,1652
3262389,2020-01-01,3,24,2029
3743919,2020-01-01,3,8,164.55
3788779,2020-01-01,3,33,274.19
3804539,2020-01-01,3,23,6420.87
3825709,2020-01-01,3,2,0.02
3822929,2020-01-01,3,13,784.59
3790399,2020-01-01,3,9,312.47
3816519,2020-01-01,3,8,729.03
3804369,2020-01-01,3,2,74.14
3597069,2020-01-01,3,8,158.11
3791739,2020-01-01,3,6,1841.75
3867399,2020-01-01,3,2,367.5
3743489,2020-01-01,3,15,327.97
3592029,2020-01-01,3,23,5790.75
3783239,2020-01-01,3,4,223.19
3857999,2020-01-01,3,5,79.56
3869159,2020-01-01,3,2,65
3736719,2020-01-01,3,6,1633.97
3044269,2020-01-01,3,12,5996.04
1016066,2020-01-01,3,67,4807.6
430360,2020-01-01,3,189,3968.12
3699249,2020-01-01,3,132,6060
3692299,2020-01-01,3,29,511
3744899,2020-01-01,3,44,746.47
3590939,2020-01-01,3,48,944.53
3833739,2020-01-01,3,8,569.95
3859009,2020-01-01,3,6,286
3825859,2020-01-01,3,26,540
3187479,2020-01-01,3,4,53.82
2774846,2020-01-01,3,2,447.7
2704816,2020-01-01,3,1,0.95
2918056,2020-01-01,3,3,201.1
2776196,2020-01-01,3,1,39.99
1028906,2020-01-01,3,1,0.01
3170119,2020-01-01,3,3,784.66
3081409,2020-01-01,3,1,5
2484686,2020-01-01,3,1,69.5
2676946,2020-01-01,3,1,23.82
2115316,2020-01-01,3,4,121.54
1937186,2020-01-01,3,8,564
2327136,2020-01-01,3,5,632.69
2969676,2020-01-01,3,6,249.85
3118319,2020-01-01,3,1,520
1906176,2020-01-01,3,2,50.5
3068309,2020-01-01,3,2,34.85
1994466,2020-01-01,3,3,6.07
3231299,2020-01-01,3,1,71.48
3084689,2020-01-01,3,1,240
3625259,2020-01-01,3,2,35.6
3724289,2020-01-01,3,25,1467.5
3831119,2020-01-01,3,1,10.89
3673919,2020-01-01,3,1,198
3859019,2020-01-01,3,4,85.91
3661339,2020-01-01,3,8,735.6
3743679,2020-01-01,3,11,224.4
3643279,2020-01-01,3,25,15840
3471779,2020-01-01,3,1,1
3809659,2020-01-01,3,2,786.3
3666659,2020-01-01,3,10,250
3730619,2020-01-01,3,5,308.39
3827969,2020-01-01,3,2,100
3397419,2020-01-01,3,1,23.94
3640099,2020-01-01,3,5,928.86
3695859,2020-01-01,3,1,2
3733959,2020-01-01,3,7,111.55
3694399,2020-01-01,3,199,26201.3
3582429,2020-01-01,3,1,79.96
3844729,2020-01-01,3,2,2
3848919,2020-01-01,3,1,10.9
3338919,2020-01-01,3,1,18.68
3543649,2020-01-01,3,2,52.82
3543669,2020-01-01,3,1,1.25
3738579,2020-01-01,3,1,49.72
3430949,2020-01-01,3,3,71.85
3740749,2020-01-01,3,1,95
3245919,2020-01-01,3,3,631.9
3613579,2020-01-01,3,1,16.5
3742729,2020-01-01,3,11,2071
3404599,2020-01-01,3,1,42.67
3775809,2020-01-01,3,1,10
3831269,2020-01-01,3,4,152.53
3494919,2020-01-01,3,1,25.21
3806729,2020-01-01,3,3,86.83
3867119,2020-01-01,3,1,0.01
3894079,2020-01-01,3,1,6.05
3819069,2020-01-01,3,94,2467
3764349,2020-01-01,3,22,605
3644989,2020-01-01,3,1,129
3752259,2020-01-01,3,2,291.4
3744129,2020-01-01,3,15,325.07
3509379,2020-01-01,3,2,96.15
3743559,2020-01-01,3,15,375.02
3663749,2020-01-01,3,9,2852.32
3806879,2020-01-01,3,15,895.06
3779779,2020-01-01,3,15,739.45
3433039,2020-01-01,3,3,209.27
3790049,2020-01-01,3,2,2243.5
3641019,2020-01-01,3,1,216.86
3784039,2020-01-01,3,4,94.75
3848369,2020-01-01,3,1,0.2
3502779,2020-01-01,3,1,156.95
3858669,2020-01-01,3,1,1253.83
3745679,2020-01-01,3,1,0.01
3543689,2020-01-01,3,2,30
3818769,2020-01-01,3,24,958.6
3812669,2020-01-01,3,11,455.29
3597409,2020-01-01,3,4,327.35
3843939,2020-01-01,3,5,347.77
3764859,2020-01-01,3,7,682.5
3826699,2020-01-01,3,1,15
3572789,2020-01-01,3,1,1
3853879,2020-01-01,3,17,353.09
3785789,2020-01-01,3,8,15045.91
3814519,2020-01-01,3,2,45.85
3814409,2020-01-01,3,6,1626.12
3712769,2020-01-01,3,1,0.5
3737909,2020-01-01,3,2,273.9
3892339,2020-01-01,3,3,117
3760729,2020-01-01,3,18,307
3549349,2020-01-01,3,3,54.85
3706519,2020-01-01,3,1,275.28
3822369,2020-01-01,3,2,73
3898139,2020-01-01,3,1,37.08
3688619,2020-01-01,3,6,432
3586359,2020-01-01,3,2,63
3851189,2020-01-01,3,1,1
3794869,2020-01-01,3,3,13.11
3792279,2020-01-01,3,4,46.6
3777259,2020-01-01,3,19,4500
3750799,2020-01-01,3,2,111.71
3727449,2020-01-01,3,1,0.5
3813179,2020-01-01,3,2,170
3799859,2020-01-01,3,3,233.7
3802989,2020-01-01,3,1,78.65
3693779,2020-01-01,3,3,79
3795329,2020-01-01,3,7,252.94
3800559,2020-01-01,3,50,838.75
3743629,2020-01-01,3,13,233.97
3812519,2020-01-01,3,86,2300
3504649,2020-01-01,3,8,229.95
3389039,2020-01-01,3,5,420.48
3604889,2020-01-01,3,3,643.84
3600149,2020-01-01,3,1,14.52
3715479,2020-01-01,3,14,212.4
3773859,2020-01-01,3,23,575
3803479,2020-01-01,3,3,370.9
3613389,2020-01-01,3,1,69.58
3411939,2020-01-01,3,2,42.5
3849169,2020-01-01,3,2,310.95
3792509,2020-01-01,3,2,480
3855869,2020-01-01,3,2,400.03
3718199,2020-01-01,3,2,515
3744179,2020-01-01,3,12,232.39
3815579,2020-01-01,3,15,814.5
3767829,2020-01-01,3,3,55.85
3467109,2020-01-01,3,2,61.68
3732929,2020-01-01,3,8,100
3736299,2020-01-01,3,2,73.38
3705509,2020-01-01,3,1,286.8
3573209,2020-01-01,3,2,60.55
3743359,2020-01-01,3,10,182.59
3858239,2020-01-01,3,1,216
3801499,2020-01-01,3,7,275.6
3621459,2020-01-01,3,5,58.41
3836149,2020-01-01,3,2,40
3806599,2020-01-01,3,1,44.95
3666019,2020-01-01,3,3,740
3731469,2020-01-01,3,2,298.29
3779819,2020-01-01,3,24,5124.57
3774229,2020-01-01,3,1,325.48
3579459,2020-01-01,3,2,50.9
3768929,2020-01-01,3,5,1732.5
3784509,2020-01-01,3,10,516.18
3876279,2020-01-01,3,6,0.08
3595369,2020-01-01,3,5,1113.85
3871879,2020-01-01,3,1,0.01
3858929,2020-01-01,3,1,3.13
3600039,2020-01-01,3,2,231.5
3790469,2020-01-01,3,4,100.17
3588239,2020-01-01,3,5,70.87
3787279,2020-01-01,3,4,41.46
3829579,2020-01-01,3,8,1137.5
3797019,2020-01-01,3,1,18.5
3820699,2020-01-01,3,9,158.51
3701459,2020-01-01,3,5,247.5
3878419,2020-01-01,3,117,4301.69
3828139,2020-01-01,3,26,5947.57
3351079,2020-01-01,3,13,642.64
3804429,2020-01-01,3,4,40
3751729,2020-01-01,3,22,2158.4
3760659,2020-01-01,3,11,223.85
3743509,2020-01-01,3,31,781.49
3624819,2020-01-01,3,136,10384.5
3673179,2020-01-01,3,3,603.45
3827419,2020-01-01,3,64,3648.55
3762259,2020-01-01,3,7,1.7
3871359,2020-01-01,3,60,2430.55
3823639,2020-01-01,3,198,6251
3757419,2020-01-01,17,57,3599.5
3599089,2020-01-01,17,8,7223
3273309,2020-01-01,17,339,17681.05
3726499,2020-01-01,17,31,2295
3690699,2020-01-01,17,16,16
3543379,2020-01-01,17,2,28.35
3523329,2020-01-01,17,345,20533.74
3823639,2020-01-01,17,20,740.15
3721009,2020-01-01,17,7,145.49
3773669,2020-01-01,17,5,380.5
3730779,2020-01-01,17,7,821
3664989,2020-01-01,17,22,2150
3779819,2020-01-01,17,3,2841.5
3535669,2020-01-01,17,5,275
3831309,2020-01-01,17,2,82.75
3773909,2020-01-01,17,9,507.15
3336209,2020-01-01,17,6,625.34
3684719,2020-01-01,17,3,3.63
3750799,2020-01-01,17,16,607.91
3817069,2020-01-01,17,1,200
3594129,2020-01-01,17,6,112.42
3773569,2020-01-01,17,9,10342.02
3788589,2020-01-01,17,9,236
3792249,2020-01-01,17,2,35.1
3853879,2020-01-01,17,4,113.49
3795789,2020-01-01,17,1,9.95
3285179,2020-01-01,17,2,38.69
3624779,2020-01-01,11,30,3025
2962696,2020-01-01,11,7,2433.43
3812169,2020-01-01,11,4,5532.08
3338399,2020-01-01,11,3,1421
3587029,2020-01-01,11,1,60
3700269,2020-01-01,11,9,255
3107949,2020-01-01,11,5,1875
3832089,2020-01-01,11,1,47.94
3751969,2020-01-01,11,2,106.11
3750799,2020-01-01,11,9,532.06
3690699,2020-01-01,11,14,13.83
3793189,2020-01-01,11,6,161
3712359,2020-01-01,11,1,5
3827739,2020-01-01,11,3,148.2
3715479,2020-01-01,11,8,109.68
3821269,2020-01-01,11,3,460
3582219,2020-01-01,11,1,39.08
3707879,2020-01-01,11,4,67.78
3566979,2020-01-01,11,1,2315.95
3843979,2020-01-01,11,2,60.01
3783929,2020-01-01,11,2,78.18
3791379,2020-01-01,11,3,43.08
3777319,2020-01-01,11,2,117.98
3823639,2020-01-01,11,5,198.15
