customer_id,first_payment_date,channel
2458876,2020-05-17,2
2459676,2020-02-14,2
2459896,2020-02-11,2
2460826,2020-01-17,2
2460836,2020-03-31,2
2462336,2020-03-27,2
2462566,2020-03-29,2
2462686,2020-01-17,2
2462906,2020-03-03,2
2463386,2020-04-12,2
2463806,2020-01-16,2
2463946,2020-02-05,2
2464216,2020-05-01,1
2471356,2020-03-25,2
2478626,2020-03-15,2
2484686,2020-01-04,2
2486336,2020-02-08,2
2492956,2020-02-25,2
2494646,2020-01-19,2
2497416,2020-04-18,2
2498516,2020-06-05,2
2504216,2020-05-24,2
2504906,2020-06-22,2
2507386,2020-02-22,2
2507716,2020-02-10,2
2508086,2020-02-20,2
2508946,2020-04-26,2
2509946,2020-03-30,2
2510926,2020-02-19,2
2511366,2020-02-01,2
2511996,2020-04-17,2
2512006,2020-03-04,2
2518076,2020-01-11,2
2519476,2020-02-16,2
2523896,2020-03-07,2
2534186,2020-06-20,2
2534486,2020-04-06,2
2534696,2020-03-11,2
2535686,2020-01-29,2
2536986,2020-03-22,2
2537586,2020-01-07,2
2537736,2020-06-15,2
2540986,2020-01-19,2
2541266,2020-01-05,2
2542146,2020-04-11,2
2545336,2020-04-11,2
2545706,2020-05-06,2
2553036,2020-02-22,2
2553296,2020-04-03,2
2553336,2020-02-15,2
2557096,2020-01-22,2
2559306,2020-05-23,2
2561786,2020-02-12,2
2563466,2020-03-07,2
2566336,2020-04-21,2
2570066,2020-01-20,2
2571816,2020-01-30,2
2572626,2020-03-25,2
2574956,2020-04-25,2
2579296,2020-02-17,1
2580566,2020-06-15,2
2580816,2020-03-07,2
2581986,2020-02-21,2
2584546,2020-05-09,2
2585356,2020-03-01,2
2585906,2020-04-08,2
2587056,2020-02-28,2
2588216,2020-05-25,2
2590396,2020-03-22,2
2593356,2020-03-12,2
2594816,2020-02-13,2
2595156,2020-04-02,2
2596116,2020-06-27,2
2596596,2020-03-08,2
2599476,2020-03-07,2
2599706,2020-03-28,2
2601416,2020-01-25,2
2602156,2020-04-05,2
2602616,2020-04-09,2
2603236,2020-01-09,2
2604836,2020-05-18,2
2605346,2020-05-06,2
2606926,2020-04-05,2
2607456,2020-06-26,2
2611116,2020-01-11,2
2613766,2020-02-21,2
2617966,2020-02-01,2
2619756,2020-02-23,2
2620476,2020-02-10,2
2620866,2020-05-13,2
2621796,2020-03-03,2
2623876,2020-02-06,2
2626466,2020-03-06,2
2626576,2020-05-23,2
2627676,2020-02-13,2
2628336,2020-02-19,2
2629406,2020-03-11,2
2633036,2020-01-27,2
2636826,2020-02-12,2
2637016,2020-03-10,2
2640286,2020-01-31,2
2640556,2020-03-13,2
2643436,2020-06-25,2
2646916,2020-02-09,2
2647566,2020-05-29,2
2648436,2020-02-12,2
2648926,2020-06-04,2
2649346,2020-06-23,2
2650076,2020-03-24,2
2651816,2020-06-25,2
2655416,2020-02-16,2
2656126,2020-02-22,2
2657786,2020-02-13,2
2658346,2020-06-05,2
2662666,2020-04-08,2
2664776,2020-01-06,2
2664986,2020-01-17,2
2665916,2020-04-27,2
2666996,2020-03-10,2
2668046,2020-05-07,1
2669866,2020-01-23,2
2669966,2020-01-20,2
2672706,2020-02-10,2
2676946,2020-01-01,2
2677626,2020-06-07,2
2677676,2020-01-08,1
2677956,2020-06-23,2
2679316,2020-06-22,1
2679796,2020-05-12,2
2681246,2020-01-09,2
2684406,2020-02-09,2
2685406,2020-01-10,2
2687006,2020-01-30,2
2688166,2020-06-16,2
2693056,2020-05-05,2
2693186,2020-06-22,2
2694636,2020-02-22,2
2699426,2020-01-13,2
2699666,2020-01-17,2
2700466,2020-02-16,2
2703436,2020-01-12,2
2703696,2020-03-31,2
2704816,2020-01-10,2
2704996,2020-02-26,2
2705526,2020-01-14,2
2706906,2020-04-25,2
2707136,2020-05-11,2
2707336,2020-06-05,2
2707376,2020-02-01,2
2708496,2020-04-05,2
2710226,2020-01-30,2
2712086,2020-04-23,2
2714746,2020-02-19,2
2715346,2020-02-05,2
2717556,2020-03-21,2
2718286,2020-04-02,2
2718466,2020-04-15,2
2719506,2020-03-06,2
2720966,2020-02-03,2
2721076,2020-02-14,2
2721336,2020-03-28,2
2721386,2020-03-29,2
2721426,2020-03-29,2
2721456,2020-03-29,2
2721486,2020-03-29,2
2721506,2020-03-28,2
2721526,2020-03-29,2
2721536,2020-03-29,2
2722826,2020-01-12,2
2725426,2020-01-13,2
2725766,2020-05-18,2
2726246,2020-03-07,2
2726726,2020-05-14,2
2727086,2020-03-30,2
2728306,2020-02-14,2
2728836,2020-01-26,2
2730796,2020-04-03,2
2732576,2020-03-29,2
2732596,2020-03-28,2
2732626,2020-03-28,2
2732646,2020-03-28,2
2732656,2020-03-28,2
2732666,2020-03-28,2
2732936,2020-03-28,2
2732996,2020-03-28,2
2735876,2020-06-24,2
2736916,2020-01-17,2
2740436,2020-02-06,2
2743356,2020-03-01,2
2743426,2020-03-22,1
2746336,2020-01-20,2
2747016,2020-06-13,2
2747946,2020-01-18,2
2748846,2020-02-04,2
2749596,2020-01-12,2
2750206,2020-04-01,2
2750826,2020-01-19,2
2751036,2020-01-31,2
2751656,2020-05-25,2
2752566,2020-05-03,2
2753176,2020-06-18,2
2753736,2020-02-05,2
2754586,2020-04-23,2
2756166,2020-04-19,2
2756866,2020-04-20,2
2759576,2020-05-23,2
2759886,2020-01-26,2
2760356,2020-06-02,2
2760426,2020-05-06,2
2760966,2020-05-16,2
2762856,2020-03-26,2
2763006,2020-03-02,2
2764526,2020-02-19,2
2765336,2020-06-01,2
2766116,2020-04-11,2
2767416,2020-05-16,2
2767726,2020-05-22,2
2770196,2020-01-05,2
2770716,2020-03-20,2
2771026,2020-05-02,2
2772086,2020-04-04,2
2772146,2020-04-10,2
2772786,2020-01-03,2
2773496,2020-02-08,2
2774496,2020-06-01,2
2774846,2020-01-04,2
2775416,2020-03-04,2
2775466,2020-03-22,2
2776196,2020-01-04,2
2776436,2020-04-19,2
2777586,2020-03-20,2
2778866,2020-02-09,2
2779016,2020-03-09,2
2779996,2020-05-23,2
2780016,2020-02-20,2
2781986,2020-05-02,2
2784826,2020-06-29,2
2785536,2020-03-13,2
2786716,2020-02-13,2
2787546,2020-01-11,2
2788306,2020-03-07,2
2793516,2020-03-21,2
2797426,2020-01-10,2
2797976,2020-06-25,2
2798006,2020-06-19,2
2798606,2020-02-19,2
2801216,2020-01-28,2
2804586,2020-02-22,2
2805246,2020-04-09,2
2805796,2020-02-27,2
2806326,2020-05-14,2
2806866,2020-02-19,2
2807626,2020-05-31,2
2808086,2020-01-17,2
2808456,2020-01-12,2
2808906,2020-05-02,2
2810296,2020-03-21,2
2810546,2020-02-11,2
2811586,2020-01-13,2
2813306,2020-01-24,2
2821076,2020-03-09,2
2822346,2020-03-22,2
2823936,2020-01-22,2
2826006,2020-06-25,2
2829986,2020-05-29,2
2831026,2020-01-02,2
2831106,2020-01-05,2
2832216,2020-05-02,2
2834126,2020-03-04,2
2835216,2020-03-14,2
2835736,2020-03-13,2
2836316,2020-04-03,2
2836946,2020-06-09,2
2838096,2020-01-24,2
2840536,2020-03-08,2
2840776,2020-02-06,2
2841176,2020-05-30,2
2843136,2020-03-30,2
2843306,2020-04-19,2
2843616,2020-05-12,2
2843846,2020-02-06,2
2844216,2020-01-30,2
2844606,2020-02-16,2
2845906,2020-03-19,2
2846546,2020-01-19,2
2846966,2020-03-10,2
2847266,2020-01-12,2
2847396,2020-02-28,2
2848386,2020-06-01,2
2850306,2020-02-12,2
2850546,2020-02-18,2
2850696,2020-05-22,2
2850706,2020-06-24,2
2852516,2020-05-24,2
2852706,2020-01-20,2
2853016,2020-03-05,2
2854096,2020-04-13,2
2854496,2020-05-01,2
2855306,2020-03-20,2
2855636,2020-04-29,2
2855746,2020-01-16,2
2855926,2020-01-14,2
2858506,2020-04-17,2
2859726,2020-02-12,2
2859876,2020-02-26,2
2860196,2020-05-16,2
2862006,2020-03-23,2
2862396,2020-03-11,2
2863196,2020-06-06,2
2864256,2020-02-11,2
2864776,2020-03-25,2
2868176,2020-06-23,2
2869446,2020-01-28,2
2871206,2020-05-08,2
2871706,2020-01-03,2
2871826,2020-03-27,2
2871916,2020-06-22,2
2872916,2020-02-23,2
2873326,2020-01-31,2
2873656,2020-04-13,2
2875276,2020-04-13,2
2875636,2020-05-18,2
2875876,2020-06-30,2
2876606,2020-05-06,2
2877586,2020-02-13,2
2877986,2020-02-15,2
2879296,2020-01-26,2
2882106,2020-01-13,2
2883266,2020-05-03,2
2883866,2020-02-06,2
2884306,2020-02-18,2
2884656,2020-03-15,2
2884676,2020-01-30,2
2884906,2020-05-08,2
2885016,2020-03-23,2
2887346,2020-01-17,2
2891056,2020-03-18,2
2891186,2020-01-13,2
2891536,2020-03-08,2
2892246,2020-02-10,2
2893726,2020-03-28,2
2895066,2020-01-29,2
2896126,2020-06-29,2
2898096,2020-03-31,2
2899646,2020-02-08,2
2900416,2020-03-06,2
2901376,2020-03-22,2
2903446,2020-03-29,2
2903786,2020-04-19,2
2904886,2020-03-29,2
2907316,2020-04-23,2
2907486,2020-02-12,2
2907636,2020-02-20,2
2907916,2020-01-25,2
2909466,2020-01-26,2
2910156,2020-03-21,2
2910296,2020-01-01,2
2910536,2020-05-31,2
2910846,2020-01-25,2
2911246,2020-02-08,2
2912096,2020-06-01,2
2914746,2020-02-26,2
2916416,2020-01-14,2
2916526,2020-03-01,2
2916536,2020-01-16,2
2917686,2020-05-17,2
2918056,2020-01-02,2
2918676,2020-06-11,2
2918956,2020-01-24,2
2919656,2020-06-15,2
2920516,2020-04-24,2
2920936,2020-05-28,2
2921136,2020-03-30,2
2924966,2020-03-19,2
2924986,2020-03-25,2
2926706,2020-03-16,2
2926816,2020-06-25,2
2926846,2020-06-11,2
2927616,2020-01-31,2
2927736,2020-02-16,2
2927826,2020-04-04,2
2928976,2020-02-11,2
2929166,2020-04-09,2
2929396,2020-01-01,2
2930056,2020-03-06,2
2931076,2020-01-10,2
2931926,2020-02-01,2
2934306,2020-04-04,2
2934956,2020-05-05,2
2938396,2020-03-05,2
2939206,2020-04-04,2
2939296,2020-06-05,2
2940106,2020-01-09,2
2943726,2020-05-29,2
2943906,2020-05-17,2
2945166,2020-01-04,2
2945256,2020-04-11,2
2946816,2020-01-12,2
2947476,2020-04-06,2
2947876,2020-01-20,2
2948316,2020-06-16,2
2950506,2020-02-12,2
2952346,2020-02-09,2
2953456,2020-02-27,2
2953776,2020-02-06,2
2953986,2020-06-16,2
2955316,2020-01-02,2
2956396,2020-06-13,2
2956846,2020-05-25,2
2956936,2020-03-19,2
2957266,2020-03-16,2
2957286,2020-03-15,2
2957296,2020-06-10,2
2958356,2020-02-12,2
2960336,2020-03-20,2
2961686,2020-03-11,2
2961806,2020-01-14,2
2961946,2020-02-12,2
2962426,2020-03-23,2
2962436,2020-04-16,2
2962696,2020-01-10,2
2963226,2020-04-05,2
2963556,2020-03-30,2
2963746,2020-01-14,2
2963866,2020-03-17,2
2964136,2020-02-17,2
2965276,2020-01-05,2
2966416,2020-05-18,2
2966666,2020-03-06,2
2967166,2020-03-26,2
2969476,2020-01-05,2
2969676,2020-01-25,2
2969826,2020-05-14,2
2972356,2020-06-22,1
2973246,2020-04-10,2
2973576,2020-02-05,2
2974146,2020-03-14,2
2974566,2020-01-31,2
2974736,2020-02-06,2
2974896,2020-02-21,2
2975486,2020-01-10,2
2976626,2020-01-28,2
2978336,2020-04-12,2
2978566,2020-02-26,2
2978996,2020-03-20,2
2980226,2020-04-19,2
2981906,2020-02-01,2
2982686,2020-01-16,1
2983356,2020-02-27,2
2983496,2020-03-29,2
2983756,2020-06-11,2
2984476,2020-03-04,2
2984636,2020-01-01,2
2984646,2020-01-31,2
2984766,2020-03-21,2
2985006,2020-04-19,2
2985636,2020-06-03,2
2987096,2020-01-04,2
2987406,2020-05-07,2
2991356,2020-03-19,2
2991596,2020-01-18,2
2991676,2020-03-10,2
2992676,2020-01-10,2
2992906,2020-02-03,2
2993296,2020-03-01,2
2993416,2020-02-16,2
2993926,2020-03-16,2
2994536,2020-03-28,2
2996326,2020-01-02,2
2996936,2020-03-19,2
2997566,2020-04-25,2
2997576,2020-03-20,2
2997736,2020-02-23,2
2999626,2020-04-26,2
2999706,2020-02-03,2
2999766,2020-03-05,2
3000006,2020-04-09,2
3000116,2020-02-01,2
3000206,2020-06-11,2
3000286,2020-01-24,2
3000636,2020-01-29,2
3001676,2020-02-26,2
3003836,2020-01-18,2
3007486,2020-02-16,2
3007846,2020-05-21,2
3008206,2020-06-18,2
3008396,2020-02-24,2
3009126,2020-02-09,2
3009766,2020-04-19,2
3009946,2020-01-15,2
3010096,2020-02-23,2
3010646,2020-01-12,2
3010956,2020-02-19,2
3011096,2020-01-26,2
3011526,2020-06-14,2
3013196,2020-03-16,2
3014516,2020-06-22,2
3015856,2020-06-13,2
3016266,2020-03-16,2
3016906,2020-05-24,2
3018476,2020-01-18,2
3019406,2020-05-21,2
3019816,2020-02-06,2
3020136,2020-02-06,2
3021996,2020-06-28,2
3022366,2020-06-03,2
3022496,2020-01-05,2
3023656,2020-05-15,2
3024036,2020-02-01,2
3024596,2020-02-22,2
3025866,2020-01-27,2
3026146,2020-04-11,2
3027316,2020-02-07,2
3027666,2020-05-07,2
3027696,2020-03-27,2
3028216,2020-01-09,2
3028326,2020-01-12,2
3028546,2020-01-19,2
3028556,2020-04-19,2
3029016,2020-01-18,2
3029066,2020-01-05,2
3029116,2020-06-14,2
3030266,2020-03-30,2
3031376,2020-04-16,2
3031466,2020-02-12,2
3031506,2020-01-09,2
3033826,2020-02-11,2
3034156,2020-05-15,2
3034536,2020-03-25,2
3034816,2020-01-11,2
3034996,2020-03-30,2
3035616,2020-02-04,2
3035856,2020-01-16,2
3038029,2020-01-14,2
3039489,2020-05-10,2
3040239,2020-02-19,2
3040699,2020-01-02,2
3041859,2020-04-13,2
3042409,2020-04-29,2
3042429,2020-06-25,2
3043109,2020-02-25,2
3044269,2020-01-24,2
3044739,2020-01-21,2
3045409,2020-01-22,2
3049089,2020-01-10,2
3049999,2020-02-06,2
3050029,2020-01-04,2
3050729,2020-03-17,2
3051239,2020-02-21,2
3053329,2020-02-10,2
3054619,2020-02-09,2
3054729,2020-06-01,2
3056189,2020-02-23,2
3056709,2020-02-12,2
3057009,2020-01-26,2
3057489,2020-05-25,2
3057739,2020-02-12,2
3058259,2020-01-14,2
3058279,2020-04-12,2
3058319,2020-06-21,2
3058999,2020-02-11,2
3059019,2020-03-14,2
3061079,2020-05-02,2
3061919,2020-01-17,2
3062159,2020-04-22,2
3062279,2020-03-25,2
3063199,2020-05-15,2
3064399,2020-01-01,2
3064489,2020-01-12,2
3064929,2020-06-17,2
3068309,2020-01-22,2
3068579,2020-03-30,2
3068729,2020-02-11,2
3069189,2020-01-07,2
3070459,2020-05-01,2
3070509,2020-03-20,2
3071169,2020-01-06,2
3072399,2020-05-10,2
3072679,2020-01-23,2
3072769,2020-05-18,2
3072899,2020-03-19,2
3073039,2020-03-05,2
3073229,2020-01-12,2
3073569,2020-02-15,2
3074989,2020-05-29,2
3075759,2020-03-14,2
3076439,2020-06-16,2
3076479,2020-02-07,2
3077289,2020-01-13,2
3079709,2020-02-27,2
3079899,2020-03-14,2
3080199,2020-05-25,2
3081409,2020-01-16,2
3081419,2020-01-06,2
3082329,2020-04-28,2
3082849,2020-04-11,2
3082869,2020-01-12,2
3083589,2020-02-09,2
3083859,2020-05-06,2
3084309,2020-02-28,2
3084689,2020-01-21,2
3084909,2020-03-13,2
3085469,2020-05-31,2
3085639,2020-02-14,2
3085799,2020-04-24,2
3086189,2020-03-27,2
3088589,2020-03-30,2
3088949,2020-01-25,2
3089899,2020-05-01,2
3090299,2020-05-31,2
3090449,2020-03-15,2
3091589,2020-04-21,2
3093269,2020-04-24,2
3093279,2020-01-15,2
3093299,2020-01-18,2
3094829,2020-06-14,2
3096229,2020-06-29,2
3097429,2020-03-20,2
3099949,2020-04-03,2
3100159,2020-01-30,2
3100749,2020-01-08,2
3100859,2020-04-09,2
3102149,2020-06-27,2
3102419,2020-02-08,2
3102659,2020-03-15,2
3102999,2020-06-26,2
3104049,2020-01-28,2
3105109,2020-02-08,2
3105569,2020-04-20,2
3105809,2020-04-26,2
3106019,2020-01-14,2
3107389,2020-05-09,2
3107949,2020-01-12,2
3108129,2020-02-25,2
3108619,2020-05-31,2
3110309,2020-03-24,2
3110729,2020-03-20,2
3111219,2020-06-10,2
3111899,2020-04-25,2
3112389,2020-06-01,2
3112429,2020-04-23,2
3113789,2020-04-11,2
3113809,2020-04-25,2
3115159,2020-05-08,2
3116569,2020-01-30,2
3116979,2020-03-17,2
3117319,2020-06-25,2
3117619,2020-02-14,2
3118319,2020-01-24,2
3119129,2020-03-03,2
3120659,2020-01-12,2
3121829,2020-03-07,2
3123559,2020-03-29,2
3124439,2020-02-13,2
3125039,2020-03-19,2
3125879,2020-04-24,2
3126529,2020-06-01,2
3128379,2020-05-02,2
3128969,2020-03-26,2
3129839,2020-01-06,2
3129909,2020-03-23,2
3130249,2020-05-05,2
3130479,2020-03-02,2
3132269,2020-06-26,2
3132549,2020-04-04,2
3132589,2020-03-05,2
3132849,2020-02-11,2
3132939,2020-04-30,2
3134489,2020-04-24,2
3134619,2020-03-15,2
3135699,2020-02-21,2
3135959,2020-01-25,2
3136909,2020-01-05,2
3137459,2020-02-16,2
3138209,2020-06-26,2
3138309,2020-02-28,2
3139349,2020-05-22,2
3139619,2020-01-03,2
3139839,2020-04-26,2
3139969,2020-06-19,2
3140369,2020-06-18,2
3140599,2020-04-25,2
3143229,2020-02-13,2
3143409,2020-02-14,2
3144259,2020-06-07,2
3144319,2020-02-14,2
3145169,2020-06-12,2
3145359,2020-03-20,2
3146189,2020-02-15,2
3146739,2020-02-27,2
3149209,2020-05-13,2
3150009,2020-06-03,2
3151029,2020-01-02,2
3151559,2020-01-15,2
3152229,2020-03-09,2
3152539,2020-05-03,2
3153209,2020-01-17,2
3154549,2020-02-15,2
3154829,2020-01-08,2
3154919,2020-05-27,2
3155599,2020-05-21,2
3155709,2020-02-01,2
3155859,2020-03-09,2
3156039,2020-02-19,2
3156199,2020-06-08,1
3156889,2020-03-15,2
3157079,2020-05-08,2
3157229,2020-03-11,2
3157439,2020-01-07,2
3157859,2020-04-18,2
3158099,2020-04-25,2
3158369,2020-01-09,2
3159059,2020-04-03,2
3159659,2020-01-22,2
3159999,2020-02-13,2
3161039,2020-05-31,2
3161149,2020-04-26,2
